,playerId,BattingOrder_vL,PA
143,16442,5,5
144,16478,5,32
145,16496,5,0
146,16505,5,22
147,16512,5,7
148,16530,5,3
149,16535,5,6
150,16556,5,29
151,16572,5,38
152,16622,5,4
153,16686,5,2
154,16930,5,10
155,16939,5,7
156,16997,5,21
157,17022,5,2
158,17027,5,7
159,17128,5,28
160,17161,5,1
161,17232,5,34
162,17273,5,11
163,17321,5,1
164,17338,5,22
165,17452,5,8
166,17696,5,26
167,17766,5,5
168,17838,5,4
169,17893,5,7
170,17901,5,6
171,17907,5,10
172,17919,5,10
173,17929,5,7
174,17982,5,11
175,17988,5,20
176,18015,5,2
177,18030,5,39
178,18036,5,45
179,18042,5,5
180,18054,5,3
181,18063,5,11
182,18171,5,3
183,18217,5,1
184,18289,5,28
185,18314,5,52
186,18345,5,86
187,18373,5,9
188,18395,5,3
189,18400,5,17
190,18577,5,24
191,18607,5,3
192,18795,5,37
193,18819,5,10
194,18821,5,1
195,18839,5,27
196,18872,5,3
197,18882,5,14
198,18889,5,2
199,19151,5,5
200,19198,5,23
201,19238,5,57
202,19252,5,9
203,19260,5,11
204,19262,5,5
205,19273,5,50
206,19287,5,6
207,19293,5,18
208,19296,5,12
209,19318,5,6
210,19352,5,29
211,19354,5,10
212,19358,5,1
213,19363,5,23
214,19392,5,2
215,19452,5,24
216,19455,5,6
217,19470,5,1
218,19514,5,1
219,19556,5,10
220,19562,5,1
221,19566,5,20
222,19599,5,28
223,19600,5,41
224,19610,5,51
225,19627,5,13
226,19683,5,3
227,19698,5,24
228,19709,5,1
229,19818,5,5
230,19858,5,8
231,19864,5,6
232,19890,5,5
233,19892,5,3
234,19913,5,9
235,19918,5,19
236,19921,5,8
237,19928,5,1
238,19950,5,63
239,19953,5,6
240,19958,5,18
241,19966,5,2
242,19983,5,2
243,19997,5,3
244,20017,5,1
245,20036,5,58
246,20043,5,2
247,20126,5,16
248,20178,5,22
249,20202,5,10
250,20220,5,7
251,20321,5,8
252,20325,5,10
253,20352,5,1
254,20391,5,8
255,20437,5,14
256,20503,5,7
257,20529,5,40
258,20536,5,1
259,20538,5,8
260,20543,5,33
261,20599,5,1
262,20805,5,2
263,20970,5,28
264,21454,5,6
265,21497,5,4
266,21501,5,5
267,21523,5,5
268,21534,5,26
269,21538,5,3
270,21558,5,9
271,21560,5,2
272,21614,5,3
273,21618,5,32
274,21622,5,1
275,21635,5,4
276,21636,5,1
277,21693,5,1
278,21780,5,3
279,21840,5,22
280,21897,5,2
281,21987,5,24
282,22054,5,3
283,22117,5,10
284,22184,5,41
285,22197,5,44
286,22217,5,7
287,22244,5,27
288,22263,5,17
289,22274,5,2
290,22275,5,41
291,22277,5,0
292,22458,5,1
293,22505,5,2
294,22514,5,8
295,22515,5,1
296,22532,5,6
297,22557,5,1
298,22558,5,16
299,22563,5,2
300,22581,5,41
301,22650,5,16
302,22664,5,1
303,22715,5,19
304,22799,5,3
305,22823,5,3
306,23003,5,21
307,23264,5,1
308,23312,5,10
309,23359,5,9
310,23401,5,0
311,23565,5,10
312,23690,5,2
313,23698,5,2
314,23792,5,11
315,23985,5,2
316,23986,5,9
317,24273,5,2
318,24400,5,1
319,24589,5,3
320,24617,5,10
321,24618,5,12
322,24655,5,7
323,24679,5,1
324,24703,5,6
325,24729,5,9
326,24770,5,7
327,24782,5,16
328,24934,5,10
329,25111,5,4
330,25332,5,24
331,25479,5,1
332,25482,5,2
333,25616,5,5
334,25660,5,1
335,25764,5,1
336,25805,5,3
337,25807,5,8
338,25816,5,25
339,25822,5,1
340,25845,5,2
341,25878,5,9
342,25931,5,3
343,25961,5,14
344,25976,5,3
345,26121,5,26
346,26123,5,6
347,26151,5,2
348,26197,5,44
349,26289,5,37
350,26294,5,52
351,26299,5,88
352,26323,5,30
353,26365,5,3
354,26368,5,19
355,26438,5,3
356,26466,5,7
357,26467,5,19
358,26517,5,3
359,27465,5,15
360,27467,5,3
361,27475,5,24
362,27478,5,35
363,27506,5,8
364,27534,5,6
365,27555,5,3
366,27577,5,7
367,27615,5,6
368,27647,5,9
369,27684,5,9
370,27690,5,3
371,27815,5,25
372,28163,5,5
373,29617,5,42
374,29622,5,4
375,29715,5,3
376,30011,5,14
377,30116,5,31
378,31837,5,35
