,playerId,BattingOrder_vR,PA
195,17901,6,10
196,17907,6,13
197,17919,6,8
198,17929,6,60
199,17954,6,5
200,17982,6,63
201,17988,6,50
202,17992,6,4
203,18015,6,30
204,18030,6,52
205,18036,6,196
206,18042,6,3
207,18067,6,1
208,18123,6,5
209,18126,6,20
210,18171,6,11
211,18289,6,94
212,18314,6,47
213,18316,6,10
214,18373,6,22
215,18395,6,4
216,18400,6,8
217,18564,6,8
218,18568,6,1
219,18577,6,56
220,18607,6,24
221,18795,6,37
222,18819,6,59
223,18821,6,0
224,18839,6,4
225,18882,6,23
226,18887,6,2
227,18900,6,25
228,19198,6,37
229,19238,6,84
230,19252,6,22
231,19260,6,10
232,19262,6,6
233,19273,6,27
234,19287,6,10
235,19293,6,61
236,19296,6,8
237,19318,6,69
238,19339,6,8
239,19352,6,14
240,19354,6,63
241,19358,6,2
242,19363,6,105
243,19392,6,33
244,19452,6,5
245,19455,6,73
246,19470,6,5
247,19508,6,2
248,19514,6,11
249,19522,6,4
250,19562,6,16
251,19566,6,2
252,19599,6,101
253,19600,6,59
254,19610,6,80
255,19627,6,5
256,19698,6,66
257,19717,6,2
258,19734,6,42
259,19779,6,2
260,19788,6,1
261,19818,6,43
262,19828,6,5
263,19844,6,14
264,19858,6,15
265,19864,6,6
266,19873,6,1
267,19878,6,1
268,19890,6,59
269,19892,6,65
270,19896,6,6
271,19901,6,106
272,19913,6,99
273,19918,6,82
274,19921,6,14
275,19928,6,5
276,19948,6,1
277,19950,6,142
278,19953,6,95
279,19956,6,57
280,19957,6,4
281,19958,6,24
282,19960,6,5
283,19966,6,3
284,19983,6,5
285,19997,6,4
286,20017,6,1
287,20036,6,103
288,20043,6,4
289,20054,6,10
290,20056,6,17
291,20126,6,40
292,20157,6,3
293,20178,6,59
294,20202,6,30
295,20220,6,20
296,20242,6,16
297,20311,6,33
298,20321,6,17
299,20325,6,17
300,20391,6,41
301,20404,6,1
302,20437,6,40
303,20454,6,11
304,20505,6,20
305,20529,6,69
306,20536,6,5
307,20538,6,34
308,20543,6,53
309,20572,6,5
310,20599,6,13
311,20805,6,7
312,20970,6,21
313,21078,6,3
314,21270,6,5
315,21497,6,24
316,21501,6,29
317,21523,6,4
318,21534,6,79
319,21538,6,10
320,21558,6,27
321,21560,6,5
322,21562,6,1
323,21614,6,35
324,21618,6,86
325,21622,6,64
326,21635,6,31
327,21636,6,115
328,21693,6,6
329,21707,6,61
330,21837,6,14
331,21840,6,52
332,21853,6,18
333,21897,6,68
334,21987,6,31
335,22117,6,51
336,22168,6,73
337,22184,6,18
338,22186,6,10
339,22197,6,23
340,22209,6,7
341,22217,6,27
342,22244,6,43
343,22261,6,1
344,22263,6,69
345,22274,6,0
346,22275,6,103
347,22458,6,75
348,22505,6,4
349,22514,6,214
350,22532,6,32
351,22542,6,25
352,22557,6,0
353,22558,6,67
354,22563,6,86
355,22581,6,98
356,22650,6,56
357,22664,6,19
358,22715,6,28
359,22799,6,4
360,22823,6,13
361,22871,6,32
362,22896,6,3
363,23003,6,57
364,23264,6,12
365,23312,6,14
366,23359,6,29
367,23401,6,1
368,23565,6,1
369,23690,6,17
370,23691,6,2
371,23697,6,3
372,23698,6,19
373,23733,6,26
374,23772,6,26
375,23792,6,25
376,23800,6,19
377,23818,6,14
378,23985,6,8
379,23986,6,21
380,24064,6,12
381,24262,6,1
382,24273,6,22
383,24388,6,0
384,24400,6,9
385,24451,6,23
386,24589,6,9
387,24617,6,24
388,24618,6,49
389,24655,6,25
390,24679,6,44
391,24703,6,21
392,24729,6,16
393,24770,6,77
394,24782,6,21
395,24934,6,17
396,25040,6,2
397,25055,6,0
398,25111,6,9
399,25332,6,66
400,25353,6,5
401,25479,6,1
402,25482,6,0
403,25505,6,15
404,25569,6,35
405,25616,6,1
406,25660,6,73
407,25764,6,4
408,25768,6,5
409,25805,6,40
410,25807,6,39
411,25813,6,2
412,25816,6,53
413,25822,6,16
414,25845,6,19
415,25878,6,17
416,25931,6,16
417,25961,6,8
418,26031,6,7
419,26121,6,47
420,26123,6,33
421,26149,6,27
422,26151,6,5
423,26197,6,121
424,26288,6,1
425,26289,6,32
426,26294,6,108
427,26299,6,12
428,26319,6,5
429,26323,6,24
430,26365,6,1
431,26368,6,23
432,26396,6,9
433,26438,6,47
434,26466,6,60
435,26467,6,42
436,26477,6,4
437,26517,6,19
438,27465,6,42
439,27467,6,30
440,27475,6,78
441,27478,6,55
442,27490,6,34
443,27506,6,27
444,27534,6,9
445,27555,6,30
446,27562,6,11
447,27577,6,19
448,27615,6,89
449,27630,6,7
450,27647,6,75
451,27676,6,2
452,27684,6,97
453,27690,6,2
454,27815,6,13
455,27845,6,19
456,28163,6,2
457,29591,6,13
458,29617,6,12
459,29622,6,9
460,29715,6,27
461,29766,6,8
462,29976,6,1
463,30011,6,67
464,30116,6,87
465,30162,6,16
466,31166,6,12
467,31490,6,1
468,31837,6,38
