,playerId,BattingOrder_vR,PA
301,19901,8,38
302,19913,8,16
303,19918,8,23
304,19921,8,31
305,19928,8,23
306,19931,8,9
307,19948,8,5
308,19950,8,3
309,19953,8,47
310,19956,8,19
311,19957,8,16
312,19960,8,31
313,19964,8,6
314,19966,8,15
315,19977,8,1
316,19983,8,10
317,19997,8,42
318,20002,8,3
319,20017,8,36
320,20054,8,1
321,20056,8,62
322,20123,8,1
323,20126,8,45
324,20157,8,61
325,20178,8,16
326,20202,8,139
327,20242,8,25
328,20275,8,9
329,20287,8,5
330,20308,8,167
331,20311,8,37
332,20321,8,47
333,20325,8,6
334,20352,8,11
335,20391,8,45
336,20404,8,16
337,20454,8,1
338,20463,8,11
339,20505,8,111
340,20521,8,62
341,20529,8,2
342,20536,8,15
343,20538,8,3
344,20543,8,32
345,20572,8,68
346,20599,8,8
347,20626,8,12
348,20805,8,9
349,21078,8,36
350,21270,8,6
351,21454,8,7
352,21497,8,2
353,21501,8,7
354,21524,8,16
355,21534,8,3
356,21538,8,139
357,21547,8,6
358,21558,8,30
359,21560,8,47
360,21562,8,29
361,21587,8,3
362,21614,8,40
363,21618,8,2
364,21622,8,36
365,21635,8,19
366,21636,8,66
367,21693,8,26
368,21707,8,60
369,21716,8,78
370,21746,8,20
371,21780,8,4
372,21837,8,33
373,21840,8,16
374,21853,8,127
375,21865,8,94
376,21897,8,21
377,21987,8,35
378,22054,8,12
379,22117,8,19
380,22168,8,36
381,22184,8,33
382,22186,8,190
383,22202,8,2
384,22209,8,7
385,22217,8,12
386,22244,8,15
387,22261,8,8
388,22263,8,6
389,22266,8,12
390,22274,8,15
391,22275,8,23
392,22277,8,48
393,22458,8,52
394,22514,8,9
395,22515,8,8
396,22532,8,4
397,22542,8,17
398,22558,8,5
399,22563,8,41
400,22581,8,68
401,22650,8,17
402,22664,8,100
403,22715,8,14
404,22799,8,36
405,22823,8,47
406,22871,8,41
407,22896,8,42
408,23003,8,43
409,23296,8,3
410,23312,8,9
411,23359,8,10
412,23378,8,32
413,23401,8,46
414,23565,8,4
415,23690,8,2
416,23691,8,3
417,23695,8,24
418,23698,8,5
419,23733,8,126
420,23772,8,1
421,23788,8,1
422,23792,8,75
423,23800,8,7
424,23818,8,81
425,23985,8,12
426,23986,8,5
427,24064,8,43
428,24262,8,1
429,24273,8,29
430,24336,8,11
431,24400,8,23
432,24451,8,6
433,24485,8,3
434,24589,8,14
435,24617,8,18
436,24618,8,71
437,24655,8,32
438,24679,8,23
439,24703,8,14
440,24729,8,16
441,24770,8,136
442,24782,8,10
443,24934,8,15
444,25055,8,12
445,25111,8,14
446,25332,8,11
447,25353,8,2
448,25479,8,81
449,25482,8,8
450,25505,8,36
451,25569,8,58
452,25616,8,3
453,25643,8,8
454,25660,8,63
455,25768,8,126
456,25805,8,77
457,25807,8,36
458,25813,8,11
459,25816,8,100
460,25822,8,1
461,25845,8,44
462,25867,8,2
463,25931,8,37
464,25961,8,1
465,26121,8,36
466,26123,8,76
467,26149,8,7
468,26151,8,7
469,26197,8,2
470,26289,8,9
471,26294,8,7
472,26319,8,9
473,26323,8,1
474,26365,8,1
475,26368,8,7
476,26396,8,86
477,26420,8,7
478,26438,8,14
479,26466,8,22
480,26467,8,16
481,26477,8,5
482,26517,8,37
483,26668,8,13
484,27467,8,30
485,27475,8,94
486,27478,8,33
487,27490,8,39
488,27506,8,39
489,27531,8,28
490,27534,8,6
491,27555,8,2
492,27562,8,1
493,27577,8,34
494,27604,8,25
495,27615,8,31
496,27630,8,9
497,27647,8,88
498,27684,8,29
499,27690,8,34
500,27735,8,38
501,27769,8,6
502,27790,8,3
503,27815,8,52
504,27845,8,10
505,29591,8,20
506,29617,8,8
507,29622,8,4
508,29715,8,16
509,29976,8,10
510,30116,8,22
511,30162,8,102
512,31166,8,6
513,31347,8,20
514,31490,8,25
