,playerId,BattingOrder_vR,PA
291,25459,2,0
292,25764,2,347
293,25805,2,8
294,25807,2,1
295,25813,2,2
296,25822,2,2
297,25878,2,24
298,25931,2,44
299,25961,2,1
300,25976,2,267
301,26121,2,43
302,26149,2,2
303,26197,2,48
304,26288,2,361
305,26289,2,97
306,26294,2,5
307,26319,2,1
308,26323,2,33
309,26365,2,2
310,26368,2,36
311,26396,2,20
312,26467,2,2
313,26477,2,3
314,26668,2,6
315,27465,2,93
316,27475,2,2
317,27478,2,0
318,27506,2,15
319,27534,2,89
320,27577,2,1
321,27615,2,81
322,27647,2,5
323,27676,2,111
324,27684,2,3
325,27690,2,2
326,28163,2,9
327,29695,2,236
328,29715,2,5
329,29766,2,174
330,29976,2,3
331,30011,2,1
332,30116,2,18
333,30162,2,1
334,31347,2,55
335,31490,2,13
336,31837,2,124
337,33189,2,2
