,playerId,BattingOrder,PA
202,17338,9,51
203,17350,9,2
204,17452,9,95
205,17484,9,1
206,17548,9,1
207,17620,9,271
208,17696,9,14
209,17710,9,1
210,17737,9,2
211,17766,9,16
212,17838,9,6
213,17893,9,3
214,17901,9,1
215,17922,9,4
216,17929,9,20
217,17932,9,11
218,17954,9,39
219,17982,9,2
220,17988,9,21
221,17992,9,64
222,18015,9,63
223,18030,9,4
224,18032,9,9
225,18042,9,29
226,18054,9,42
227,18067,9,78
228,18123,9,7
229,18126,9,18
230,18171,9,4
231,18217,9,73
232,18289,9,7
233,18316,9,2
234,18363,9,76
235,18373,9,3
236,18400,9,5
237,18564,9,306
238,18568,9,3
239,18577,9,1
240,18607,9,4
241,18795,9,64
242,18819,9,17
243,18821,9,54
244,18839,9,1
245,18882,9,5
246,18887,9,117
247,18889,9,31
248,18900,9,353
249,19151,9,22
250,19181,9,3
251,19197,9,5
252,19198,9,3
253,19238,9,2
254,19252,9,60
255,19260,9,11
256,19262,9,109
257,19273,9,4
258,19287,9,1
259,19293,9,13
260,19296,9,169
261,19318,9,16
262,19326,9,1
263,19339,9,150
264,19346,9,16
265,19352,9,2
266,19354,9,5
267,19392,9,11
268,19422,9,22
269,19432,9,16
270,19452,9,177
271,19455,9,36
272,19470,9,196
273,19508,9,2
274,19514,9,85
275,19522,9,32
276,19562,9,91
277,19599,9,9
278,19611,9,1
279,19683,9,14
280,19698,9,7
281,19717,9,6
282,19734,9,105
283,19779,9,89
284,19788,9,56
285,19806,9,175
286,19818,9,22
287,19828,9,4
288,19842,9,6
289,19858,9,41
290,19859,9,97
291,19864,9,22
292,19873,9,9
293,19878,9,14
294,19890,9,3
295,19896,9,203
296,19901,9,5
297,19906,9,1
298,19913,9,2
299,19918,9,48
300,19921,9,63
301,19928,9,51
302,19931,9,3
303,19948,9,66
304,19950,9,1
305,19953,9,7
306,19956,9,1
307,19957,9,14
308,19958,9,3
309,19960,9,4
310,19964,9,26
311,19983,9,16
312,19997,9,81
313,20002,9,40
314,20017,9,75
315,20036,9,2
316,20054,9,3
317,20056,9,14
318,20126,9,36
319,20157,9,4
320,20202,9,56
321,20242,9,48
322,20275,9,40
323,20287,9,73
324,20308,9,74
325,20311,9,15
326,20321,9,52
327,20325,9,9
328,20352,9,3
329,20391,9,2
330,20454,9,1
331,20505,9,36
332,20521,9,166
333,20529,9,1
334,20536,9,47
335,20572,9,29
336,20599,9,4
337,20626,9,8
338,20805,9,18
339,20970,9,7
340,21078,9,4
341,21270,9,4
342,21293,9,23
343,21454,9,26
344,21501,9,2
345,21524,9,19
346,21534,9,7
347,21535,9,4
348,21538,9,78
349,21547,9,3
350,21558,9,17
351,21560,9,5
352,21562,9,46
353,21587,9,15
354,21614,9,133
355,21622,9,88
356,21635,9,8
357,21636,9,27
358,21693,9,70
359,21707,9,72
360,21716,9,31
361,21746,9,19
362,21780,9,106
363,21837,9,8
364,21840,9,23
365,21853,9,109
366,21865,9,92
367,21897,9,27
368,21987,9,11
369,22054,9,37
370,22117,9,22
371,22168,9,12
372,22169,9,1
373,22184,9,15
374,22186,9,38
375,22197,9,3
376,22202,9,5
377,22209,9,6
378,22217,9,4
379,22244,9,1
380,22261,9,36
381,22263,9,7
382,22266,9,35
383,22274,9,12
384,22275,9,2
385,22277,9,257
386,22411,9,12
387,22458,9,38
388,22471,9,12
389,22514,9,3
390,22515,9,9
391,22532,9,5
392,22542,9,12
393,22557,9,0
394,22558,9,2
395,22563,9,25
396,22581,9,14
397,22650,9,7
398,22664,9,20
399,22715,9,15
400,22799,9,227
401,22823,9,33
402,22842,9,11
403,22871,9,2
404,22896,9,62
405,23003,9,31
406,23264,9,1
407,23296,9,5
408,23359,9,22
409,23378,9,69
410,23401,9,160
411,23667,9,1
412,23690,9,4
413,23691,9,20
414,23695,9,16
415,23698,9,7
416,23733,9,16
417,23772,9,1
418,23788,9,21
419,23792,9,104
420,23800,9,32
421,23818,9,30
422,23985,9,10
423,24064,9,149
424,24273,9,35
425,24336,9,134
426,24400,9,15
427,24589,9,1
428,24597,9,2
429,24610,9,1
430,24617,9,15
431,24618,9,31
432,24655,9,4
433,24679,9,12
434,24703,9,8
435,24729,9,34
436,24770,9,20
437,24782,9,16
438,24934,9,10
439,25040,9,4
440,25055,9,28
441,25111,9,7
442,25332,9,10
443,25353,9,27
444,25459,9,5
445,25476,9,5
446,25479,9,265
447,25482,9,13
448,25493,9,29
449,25505,9,10
450,25543,9,70
451,25569,9,19
452,25616,9,3
453,25660,9,12
454,25768,9,124
455,25805,9,28
456,25807,9,6
457,25813,9,12
458,25816,9,27
459,25817,9,4
460,25822,9,8
461,25845,9,2
462,25867,9,14
463,25878,9,3
464,25931,9,333
465,25961,9,4
466,25976,9,4
467,26031,9,17
468,26121,9,139
469,26123,9,13
470,26149,9,20
471,26151,9,6
472,26208,9,28
473,26288,9,5
474,26289,9,9
475,26299,9,1
476,26319,9,30
477,26323,9,2
478,26365,9,3
479,26396,9,56
480,26420,9,31
481,26438,9,4
482,26466,9,12
483,26467,9,61
484,26477,9,1
485,26517,9,1
486,26668,9,9
487,27467,9,11
488,27478,9,7
489,27479,9,137
490,27490,9,13
491,27506,9,22
492,27531,9,10
493,27534,9,5
494,27555,9,3
495,27577,9,81
496,27604,9,70
497,27615,9,11
498,27630,9,9
499,27647,9,112
500,27684,9,12
501,27690,9,297
502,27735,9,82
503,27769,9,4
504,27790,9,66
505,27815,9,33
506,27845,9,8
507,29591,9,7
508,29617,9,2
509,29622,9,2
510,29931,9,111
511,29976,9,3
512,30011,9,1
513,30162,9,27
514,31166,9,3
515,31347,9,148
516,31490,9,9
517,31837,9,4
